time,coord_x,coord_y
35.0294,0.503998,0.676634
35.0434,0.5041,0.67642
35.0573,0.504196,0.676219
35.07116,0.504286,0.676015
35.08509,0.504369,0.6758
35.09908,0.504436,0.67556
35.11293,0.504495,0.675332
35.1269,0.504544,0.675123
35.14088,0.504583,0.67492
35.15473,0.504612,0.674721
35.1687,0.504629,0.674494
35.18247,0.504635,0.67425
35.19637,0.504622,0.673981
35.21037,0.504593,0.673722
35.22423,0.504539,0.673474
35.23814,0.504462,0.673214
35.25219,0.504361,0.672925
35.26601,0.504238,0.67259
35.2801,0.504106,0.672174
35.29401,0.503943,0.671694
35.30783,0.503753,0.671207
35.3218,0.503517,0.670708
35.33569,0.503261,0.670203
35.3496,0.502971,0.669651
35.36354,0.502675,0.669086
35.37745,0.502378,0.668517
35.39135,0.502076,0.667922
35.40529,0.501777,0.667316
35.41926,0.501455,0.666657
35.43313,0.501091,0.665926
35.44711,0.500677,0.66513
35.46095,0.500245,0.664368
35.47496,0.499815,0.663662
35.48884,0.499407,0.663046
35.50279,0.499011,0.662502
35.51663,0.498633,0.661971
35.53059,0.498259,0.661412
35.54438,0.497919,0.660841
35.5585,0.497586,0.660282
35.57226,0.49729,0.659795
35.58619,0.496997,0.659339
35.60008,0.496704,0.658909
35.61417,0.496393,0.658442
35.62792,0.496091,0.657964
35.64182,0.495782,0.65747
35.65586,0.495482,0.657009
35.66976,0.49521,0.656591
35.6836,0.494951,0.656215
35.69757,0.494685,0.655836
35.71154,0.494435,0.655475
35.72555,0.494184,0.655118
35.7394,0.493953,0.654786
35.75327,0.493744,0.65449
35.76725,0.49355,0.654228
35.78114,0.493346,0.653989
35.79527,0.493121,0.653747
35.80897,0.492882,0.653516
35.82306,0.49264,0.653281
35.83684,0.492412,0.653062
35.85077,0.492181,0.652849
35.86475,0.491947,0.652645
35.87865,0.491706,0.652449
35.8925,0.491469,0.652258
35.90648,0.491224,0.652069
35.92028,0.491001,0.651887
35.93434,0.490795,0.651709
35.94825,0.490621,0.651545
35.96223,0.490463,0.651385
35.97593,0.490329,0.65124
35.99002,0.490202,0.651101
36.00385,0.490081,0.65097
36.0179,0.489957,0.650834
36.0317,0.48982,0.650681
36.04562,0.489667,0.650502
36.05966,0.489503,0.6503
36.07345,0.489333,0.650075
36.08738,0.489154,0.649847
36.10132,0.488984,0.649613
36.11522,0.488829,0.649393
36.12917,0.488686,0.649188
36.1432,0.488561,0.649016
36.15706,0.48845,0.648871
36.17102,0.48835,0.648737
36.18511,0.488259,0.648585
36.19879,0.488177,0.648382
36.21278,0.48809,0.64811
36.22666,0.487996,0.64778
36.24071,0.487877,0.647412
36.25444,0.487749,0.647044
36.26842,0.487602,0.646658
36.28227,0.487435,0.646237
36.2963,0.487232,0.64575
36.3102,0.486971,0.645152
36.32425,0.486664,0.644437
36.33804,0.486331,0.643658
36.35191,0.485973,0.642815
36.36581,0.485577,0.641958
36.37983,0.485155,0.641056
36.39367,0.484694,0.640086
36.40774,0.48416,0.638945
36.42173,0.483556,0.637646
36.43568,0.48287,0.636175
36.44943,0.482147,0.634612
36.46333,0.481402,0.632966
36.47727,0.48063,0.631179
36.4912,0.479797,0.629208
36.50505,0.4789,0.626994
36.51904,0.477847,0.62438
36.53287,0.47675,0.621651
36.54689,0.475703,0.619118
36.56078,0.474708,0.616915
36.57467,0.47378,0.614999
36.58876,0.47284,0.613055
36.60255,0.471914,0.61099
36.61639,0.470992,0.608717
36.6305,0.470065,0.606302
36.64446,0.46919,0.603966
36.65838,0.468329,0.601668
36.67218,0.46747,0.599448
36.68605,0.466588,0.597158
36.70006,0.465695,0.594848
36.71402,0.464792,0.592503
36.72785,0.463916,0.590247
36.74179,0.463075,0.588164
36.75582,0.46224,0.586202
36.76984,0.46138,0.584274
36.78357,0.460497,0.582272
36.79759,0.459576,0.580165
36.81139,0.458736,0.578146
36.82551,0.457967,0.576344
36.8392,0.457303,0.574868
36.85328,0.456649,0.573467
36.86688,0.456023,0.572137
36.88089,0.455326,0.570683
36.89477,0.454621,0.569203
36.90887,0.453899,0.567713
36.92259,0.453226,0.566369
36.93673,0.452595,0.565102
36.95053,0.451996,0.563894
36.96436,0.451399,0.56263
36.97833,0.450799,0.561307
36.99237,0.450204,0.559895
37.00628,0.449626,0.55845
37.02043,0.44901,0.556945
37.03415,0.448444,0.555479
37.04817,0.447847,0.553972
37.06191,0.447315,0.552502
37.07594,0.446822,0.551026
37.08997,0.446382,0.549563
37.10375,0.445983,0.548149
37.11771,0.445574,0.546834
37.13165,0.445164,0.545687
37.14558,0.444738,0.544637
37.15949,0.444324,0.543625
37.17337,0.443898,0.542531
37.18739,0.443457,0.541305
37.20125,0.442989,0.539985
37.21534,0.44245,0.53852
37.22908,0.441869,0.537056
37.243,0.441244,0.535582
37.25694,0.440634,0.534202
37.27086,0.440019,0.532877
37.28494,0.43941,0.531523
37.29878,0.438788,0.530127
37.3126,0.438097,0.528598
37.32671,0.437372,0.527006
37.34048,0.436709,0.525573
37.3545,0.436154,0.524381
37.36833,0.435719,0.523402
37.38231,0.435356,0.522525
37.39638,0.435018,0.521629
37.4102,0.434678,0.520706
37.42407,0.434313,0.519752
37.43806,0.433926,0.518789
37.45193,0.433557,0.517869
37.46582,0.433189,0.516935
37.47971,0.432791,0.515947
37.49366,0.432318,0.514829
37.50756,0.43177,0.513598
37.52143,0.431129,0.512272
37.5354,0.430441,0.51095
37.54937,0.429757,0.509727
37.56321,0.429093,0.508575
37.57725,0.428439,0.507442
37.59103,0.427807,0.506268
37.60495,0.427176,0.50503
37.61903,0.426599,0.503786
37.63287,0.426099,0.502682
37.64666,0.425697,0.501735
37.66087,0.425381,0.500878
37.67458,0.425151,0.500121
37.68858,0.424986,0.499388
37.70267,0.424871,0.498699
37.71645,0.424818,0.498089
37.73029,0.4248,0.49754
37.74429,0.424818,0.49701
37.75818,0.424859,0.496491
37.77209,0.42493,0.495923
37.78605,0.425018,0.495332
37.79987,0.425111,0.494729
37.81374,0.42521,0.494155
37.82784,0.425322,0.493583
37.84169,0.425464,0.493001
37.85574,0.425638,0.492345
37.86944,0.42583,0.491671
37.88341,0.426048,0.49098
37.89745,0.42628,0.490321
37.91126,0.426519,0.489726
37.92532,0.426792,0.489126
37.93909,0.427103,0.488514
37.95317,0.427457,0.487845
37.96705,0.427843,0.487177
37.98095,0.428264,0.486505
37.99483,0.428712,0.485864
38.00885,0.429169,0.485242
38.02272,0.42964,0.4846
38.03666,0.43016,0.483904
38.05059,0.430734,0.48315
38.06448,0.431332,0.48241
38.07844,0.431954,0.48171
38.09232,0.432608,0.481075
38.10624,0.433278,0.480479
38.12014,0.433966,0.479908
38.13394,0.434648,0.47936
38.14803,0.435358,0.478801
38.16199,0.436097,0.478253
38.1758,0.436929,0.477688
38.1897,0.437838,0.477102
38.20361,0.438807,0.476507
38.21764,0.439811,0.475916
38.23171,0.440833,0.475311
38.24535,0.441845,0.474731
38.25943,0.442887,0.474155
38.27325,0.443966,0.473605
38.28721,0.445083,0.473084
38.30119,0.446286,0.472559
38.31508,0.447479,0.472053
38.32898,0.448695,0.471544
38.34278,0.44987,0.471082
38.35676,0.451043,0.47065
38.37074,0.452219,0.47025
38.38467,0.453383,0.469867
38.39866,0.454563,0.469526
38.41259,0.455688,0.469243
38.42643,0.456817,0.469013
38.44036,0.457972,0.468792
38.45424,0.459146,0.468548
38.46819,0.460346,0.468278
38.4822,0.461536,0.468007
38.49613,0.46275,0.467753
38.51006,0.463942,0.467509
38.52401,0.465137,0.467273
38.53786,0.466301,0.467042
38.55187,0.467447,0.466785
38.56579,0.468569,0.466518
38.57953,0.469616,0.466247
38.59336,0.470629,0.466015
38.60743,0.471614,0.465818
38.62135,0.472513,0.465652
38.63534,0.473344,0.465479
38.64914,0.474102,0.465282
38.66335,0.474817,0.465063
38.67696,0.475506,0.464853
38.69093,0.47624,0.464657
38.70485,0.477025,0.464488
38.71879,0.477818,0.464349
38.73446,0.478705,0.464195
38.74687,0.479387,0.464074
38.76041,0.480114,0.463931
38.77442,0.48086,0.463776
38.78839,0.481631,0.463637
38.80251,0.482424,0.463517
38.81616,0.483206,0.463444
38.83023,0.484011,0.463388
38.84402,0.484801,0.463365
38.85794,0.485563,0.463354
38.87189,0.486317,0.463349
38.88594,0.487065,0.46334
38.89964,0.487782,0.463336
38.9137,0.488517,0.463334
38.92768,0.489248,0.463348
38.94152,0.489951,0.463377
38.95562,0.490641,0.463391
38.96948,0.491289,0.463398
38.98333,0.491918,0.46339
38.99713,0.492521,0.463386
39.01131,0.493127,0.463389
39.02511,0.493712,0.463409
39.03891,0.494277,0.463441
39.05289,0.49483,0.46347
39.06683,0.495336,0.463499
39.08091,0.495806,0.463517
39.09469,0.49624,0.463542
39.10866,0.496704,0.46358
39.12249,0.497176,0.463635
39.13655,0.497645,0.46371
39.15047,0.498102,0.463788
39.16435,0.498542,0.463853
39.17827,0.498994,0.463887
39.19228,0.499426,0.463884
39.20605,0.499863,0.463873
39.21999,0.500302,0.463879
39.234,0.500755,0.4639
39.24794,0.501196,0.463923
39.26173,0.501618,0.463931
39.27563,0.502021,0.463923
39.28964,0.502413,0.463907
39.30346,0.502794,0.463901
39.31751,0.503176,0.46391
39.33142,0.503577,0.463928
39.34538,0.503976,0.463955
39.3591,0.504368,0.463987
39.3732,0.504765,0.464026
39.38707,0.505157,0.464064
39.40101,0.505539,0.464122
39.41483,0.505913,0.464194
39.4289,0.506309,0.464284
39.44276,0.506738,0.464359
39.45668,0.507203,0.464431
39.47061,0.507669,0.464486
39.48457,0.508128,0.464533
39.4985,0.508568,0.464584
39.51236,0.509025,0.46465
39.52638,0.509505,0.464733
39.54039,0.510014,0.464827
39.55415,0.510536,0.464913
39.56816,0.511063,0.464983
39.58203,0.511576,0.465022
39.596,0.512108,0.46506
39.60978,0.512695,0.465115
39.62371,0.513374,0.465207
39.63771,0.514143,0.465331
39.65159,0.51495,0.465462
39.66557,0.515794,0.465595
39.67944,0.516665,0.465728
39.69349,0.517574,0.465898
39.70728,0.518556,0.46611
39.72116,0.519622,0.466384
39.73518,0.520802,0.466699
39.74901,0.521964,0.467015
39.76313,0.523162,0.467323
39.77682,0.524307,0.467627
39.7909,0.525536,0.467976
39.80463,0.526736,0.468366
39.81854,0.527982,0.468804
39.83254,0.529227,0.469263
39.84657,0.530423,0.469703
39.86063,0.53165,0.470142
39.87412,0.532803,0.470549
39.88806,0.534015,0.470967
39.90202,0.535195,0.471373
39.9159,0.536316,0.471741
39.92978,0.537371,0.472085
39.94372,0.538358,0.472408
39.95776,0.539272,0.472717
39.97161,0.540082,0.473003
39.98557,0.540829,0.473295
39.99948,0.541491,0.473563
40.01345,0.542066,0.473784
40.02725,0.542563,0.473966
40.04132,0.542964,0.474114
40.05528,0.543263,0.474268
40.06902,0.543513,0.474434
40.08283,0.543737,0.474618
40.09679,0.543918,0.474778
40.11084,0.544079,0.47492
40.12465,0.544197,0.475038
40.13868,0.544289,0.475166
40.15257,0.544359,0.475327
40.16653,0.544406,0.475498
40.18071,0.544429,0.475693
40.19431,0.544428,0.475904
40.20813,0.544412,0.476196
40.22212,0.544383,0.476575
40.23611,0.544349,0.477016
40.24994,0.544313,0.477517
40.26402,0.544285,0.478088
40.27787,0.544291,0.478759
40.29175,0.544323,0.479546
40.30574,0.544385,0.48048
40.31968,0.544486,0.48152
40.33347,0.544603,0.48274
40.34743,0.544766,0.484184
40.3615,0.544985,0.48572
40.37535,0.545229,0.487241
40.38923,0.54551,0.488786
40.40323,0.545807,0.490537
40.41707,0.546089,0.492522
40.43103,0.546342,0.494781
40.44495,0.546548,0.497218
40.45893,0.546678,0.499746
40.47285,0.54674,0.502299
40.48679,0.546737,0.50497
40.50061,0.546659,0.507804
40.5146,0.546534,0.510828
40.52838,0.546342,0.513818
40.54231,0.546119,0.516745
40.55633,0.545815,0.519742
40.5702,0.545476,0.52279
40.58412,0.545063,0.525941
40.59812,0.5446,0.52906
40.61201,0.544094,0.53212
40.62593,0.543537,0.535131
40.63984,0.543,0.538002
40.65394,0.542444,0.540721
40.66768,0.541926,0.543156
40.68169,0.54136,0.545577
40.69556,0.540805,0.547893
40.70962,0.540271,0.550139
40.7234,0.539818,0.552116
40.73743,0.539438,0.553869
40.75135,0.539121,0.555339
40.76523,0.538861,0.556609
40.77925,0.538636,0.557766
40.79297,0.53845,0.558841
40.80688,0.538292,0.559903
40.8207,0.538167,0.560879
40.83496,0.538062,0.561787
40.84862,0.537973,0.562535
40.86269,0.537904,0.563249
40.8766,0.537868,0.5639
40.89056,0.53786,0.564559
40.90434,0.537877,0.565199
40.91839,0.53794,0.565844
40.93208,0.538048,0.566517
40.94605,0.53821,0.567291
40.96001,0.538432,0.568233
40.97389,0.538754,0.569412
40.98781,0.539189,0.570805
41.00169,0.539815,0.572393
41.01578,0.540685,0.574176
41.02952,0.54177,0.576125
41.0436,0.543115,0.578398
41.05747,0.544618,0.580839
41.0714,0.546335,0.583436
41.08527,0.548213,0.586138
41.09924,0.550278,0.588971
41.11325,0.552497,0.591899
41.12717,0.554799,0.594754
41.14098,0.557135,0.597465
41.15501,0.559494,0.60003
41.16877,0.561797,0.602407
41.18266,0.56404,0.604689
41.19672,0.566254,0.606886
41.2107,0.568316,0.608911
41.22457,0.570231,0.610721
41.2384,0.571971,0.612404
41.25246,0.573552,0.613984
41.26622,0.574915,0.615404
41.28028,0.576127,0.616748
41.29412,0.577164,0.617975
41.30816,0.578062,0.619126
41.32193,0.578818,0.620184
41.33605,0.579433,0.621204
41.34972,0.579941,0.622216
41.36369,0.580375,0.623251
41.37778,0.580754,0.624305
41.39159,0.581084,0.625284
41.40564,0.581393,0.626228
41.41939,0.581679,0.627155
41.43332,0.581964,0.628131
41.4473,0.582258,0.629155
41.46114,0.582547,0.630133
41.47509,0.582834,0.631066
41.48906,0.583118,0.631923
41.50319,0.583395,0.632698
41.5169,0.583661,0.633398
41.53078,0.583957,0.634102
41.5447,0.584262,0.634826
41.55865,0.58456,0.635534
41.57253,0.584831,0.636195
41.58662,0.585074,0.636799
41.60033,0.5853,0.637325
41.61441,0.585532,0.637832
41.62838,0.58578,0.638317
41.64229,0.586018,0.638772
41.6561,0.58624,0.639187
41.67006,0.586454,0.639574
41.68393,0.586648,0.639916
41.69781,0.586818,0.640233
41.71182,0.586981,0.640538
41.72581,0.58716,0.640849
41.73956,0.587348,0.641166
41.75368,0.587574,0.641506
41.76746,0.587793,0.641829
41.78157,0.588038,0.642149
41.79542,0.588274,0.64245
41.80922,0.588527,0.642752
41.82325,0.588797,0.643059
41.83709,0.589066,0.643357
41.85102,0.58935,0.643647
41.86494,0.589617,0.643919
41.87893,0.589856,0.64416
41.89275,0.590054,0.644362
41.90668,0.59021,0.644521
41.9206,0.590316,0.64463
41.9346,0.590398,0.644701
41.94835,0.590467,0.644743
41.96251,0.590523,0.644763
41.97625,0.590561,0.644776
41.99035,0.590573,0.644792
42.00412,0.590583,0.644807
42.01798,0.590592,0.644822
42.03191,0.590601,0.644835
42.04584,0.59061,0.644849
42.05993,0.590618,0.644862
42.07381,0.590627,0.644875
42.08775,0.590635,0.644888
42.10153,0.590643,0.644902
42.11562,0.590632,0.644911
42.12947,0.590616,0.644919
42.1433,0.590594,0.644929
42.15727,0.59057,0.644949
42.17125,0.590542,0.644979
42.18515,0.590506,0.645016
42.19903,0.590469,0.645042
42.21296,0.590429,0.645054
42.22694,0.590378,0.645046
42.24085,0.590328,0.645035
42.25475,0.590274,0.645026
42.26881,0.59022,0.645016
42.2826,0.590149,0.644988
42.29668,0.590051,0.64493
42.31047,0.589937,0.644843
42.32447,0.589805,0.64474
42.33829,0.58969,0.644648
42.3523,0.589574,0.644564
42.36601,0.589472,0.644486
42.38011,0.589347,0.644397
42.39391,0.5892,0.644289
42.40791,0.58904,0.644185
42.4218,0.58889,0.644113
42.43578,0.588764,0.644069
42.44964,0.588647,0.644033
42.46352,0.588541,0.644006
42.47751,0.588435,0.643979
42.49138,0.588329,0.643951
42.50544,0.588214,0.643921
42.51922,0.588078,0.643886
42.53326,0.587913,0.643843
42.547,0.587722,0.643781
42.561,0.587507,0.643701
42.575,0.587255,0.643592
42.58882,0.586985,0.643464
42.60306,0.586675,0.643321
42.61664,0.586367,0.643184
42.63065,0.58604,0.643047
42.64458,0.585711,0.642897
42.65842,0.585369,0.642732
42.67245,0.585004,0.642533
42.68634,0.584633,0.642312
42.70029,0.584238,0.642067
42.71412,0.583865,0.641831
42.72821,0.583515,0.641607
42.7421,0.583192,0.641403
42.756,0.582884,0.641219
42.76992,0.582589,0.641043
42.78374,0.582304,0.640874
42.79768,0.582022,0.640693
42.81157,0.581758,0.640529
42.82555,0.581508,0.64038
42.83947,0.581273,0.640255
42.85347,0.581035,0.640131
42.86726,0.580781,0.639981
42.88127,0.580486,0.639746
42.89514,0.580144,0.639401
42.90916,0.579734,0.638976
42.92313,0.579286,0.638547
42.93698,0.578838,0.638179
42.95089,0.578393,0.637856
42.96481,0.577935,0.637538
42.97879,0.577433,0.637178
42.99258,0.576914,0.636766
43.00663,0.576332,0.636305
43.02047,0.575757,0.635858
43.03444,0.57515,0.635422
43.04831,0.574554,0.635012
43.06232,0.573938,0.634602
43.07617,0.573314,0.634191
43.09012,0.572679,0.633751
43.10412,0.572027,0.633303
43.11809,0.571372,0.632886
43.1317,0.570693,0.632505
43.14582,0.570014,0.632128
43.15953,0.569371,0.631742
43.17365,0.568729,0.631335
43.1874,0.568112,0.630927
43.20142,0.567497,0.630514
43.21537,0.566896,0.630122
43.22927,0.566275,0.62973
43.24315,0.565645,0.62934
43.25713,0.564991,0.628934
43.2711,0.564342,0.628509
43.28495,0.5637,0.628068
43.29889,0.563088,0.627617
43.31286,0.562495,0.627181
43.32691,0.561921,0.626757
43.34089,0.561352,0.626378
43.35462,0.56079,0.626012
43.36868,0.560212,0.625658
43.38241,0.559605,0.625278
43.39637,0.558986,0.624887
43.41033,0.558399,0.624541
43.42435,0.557827,0.624218
43.43814,0.557258,0.623937
43.452,0.556703,0.623675
43.466,0.556103,0.623407
43.4799,0.555496,0.623127
43.49379,0.554866,0.622837
43.50773,0.554239,0.622548
43.52167,0.553597,0.622274
43.5355,0.552988,0.622013
43.54949,0.552392,0.621748
43.56351,0.551769,0.621438
43.57741,0.551146,0.621068
43.59122,0.550479,0.620636
43.60513,0.549808,0.620188
43.61906,0.549114,0.619729
43.63294,0.548409,0.619244
43.647,0.547695,0.618715
43.66087,0.546996,0.618159
43.67493,0.546305,0.617612
43.68859,0.54566,0.617096
43.70274,0.545057,0.616613
43.71655,0.544477,0.616125
43.73048,0.543905,0.615616
43.74445,0.543319,0.615058
43.75838,0.542751,0.614522
43.77234,0.542206,0.614049
43.78622,0.541685,0.613646
43.80003,0.541226,0.61333
43.81386,0.540803,0.613034
43.82792,0.540401,0.612704
43.84196,0.540028,0.612311
43.85572,0.53967,0.611897
43.86972,0.539304,0.6115
43.88359,0.538954,0.611145
43.89758,0.538613,0.610825
43.91138,0.538284,0.61051
43.92546,0.537948,0.610171
43.93928,0.537629,0.6098
43.95334,0.537314,0.609398
43.96708,0.537022,0.609011
43.98122,0.536732,0.608618
43.99501,0.53647,0.608265
44.00891,0.536229,0.607934
44.0229,0.535994,0.607613
44.03681,0.535777,0.607312
44.05059,0.535566,0.607027
44.06473,0.535342,0.606751
44.07858,0.535123,0.606489
44.0924,0.53492,0.60622
44.10642,0.534731,0.605954
44.12032,0.534552,0.60571
44.13425,0.534384,0.605488
44.1482,0.534217,0.605279
44.16206,0.534056,0.605076
44.17609,0.533895,0.604866
44.1899,0.533734,0.604659
44.20374,0.533572,0.604468
44.21772,0.533396,0.604302
44.23171,0.533234,0.604161
44.24553,0.533072,0.604032
44.25948,0.532921,0.603913
44.27359,0.532773,0.603794
44.28737,0.532641,0.603672
44.30116,0.53251,0.603542
44.31531,0.532368,0.603399
44.32909,0.532219,0.603259
44.34314,0.532049,0.603106
44.35705,0.531872,0.602955
44.37095,0.531691,0.602794
44.38483,0.531513,0.602629
44.39865,0.531329,0.602451
44.41271,0.531137,0.602269
44.4267,0.530924,0.602075
44.44053,0.530695,0.601874
44.45451,0.530436,0.601653
44.4683,0.530167,0.60143
44.48231,0.529888,0.601209
44.49619,0.529621,0.601008
44.51018,0.529352,0.600818
44.5241,0.529087,0.600628
44.53791,0.528819,0.600435
44.55196,0.528564,0.600243
44.56581,0.528326,0.600061
44.57978,0.528104,0.599892
44.59375,0.527917,0.59974
44.60752,0.527757,0.599604
44.62152,0.527618,0.599468
44.63532,0.527498,0.599336
44.64936,0.527388,0.599204
44.66328,0.527292,0.599078
44.67744,0.527209,0.598953
44.69126,0.527138,0.598842
44.7051,0.527075,0.59874
44.71902,0.527023,0.598648
44.73287,0.526975,0.598564
44.74687,0.526932,0.598474
44.76062,0.52689,0.598353
44.7746,0.526851,0.598185
44.78872,0.526808,0.597992
44.80248,0.526759,0.597795
44.81667,0.526707,0.597608
44.83015,0.526645,0.597437
44.84427,0.526575,0.597252
44.85814,0.526499,0.597073
44.87214,0.526419,0.596893
44.8859,0.526331,0.596711
44.89992,0.526238,0.59651
44.9138,0.526148,0.596303
44.92779,0.526058,0.596082
44.94161,0.525975,0.595862
44.95559,0.525887,0.595627
44.96963,0.525795,0.595389
44.98341,0.525703,0.595162
44.99735,0.525603,0.594947
45.01131,0.525485,0.594758
45.02517,0.525355,0.594544
45.03905,0.525224,0.594302
45.05301,0.525086,0.594024
45.06698,0.524939,0.593734
45.08106,0.52478,0.593428
45.09476,0.524619,0.593142
45.10886,0.524449,0.59286
45.12261,0.524287,0.592605
45.13659,0.52413,0.592356
45.15039,0.523984,0.592122
45.16459,0.523838,0.591885
45.17831,0.523701,0.591659
45.19249,0.523558,0.591423
45.20619,0.523417,0.59119
45.2201,0.52327,0.590949
45.2339,0.523125,0.590707
45.24797,0.522987,0.590468
45.26183,0.522859,0.590245
45.27575,0.522744,0.590042
45.28981,0.522635,0.589856
45.3036,0.522536,0.589683
45.3175,0.522435,0.589499
45.33149,0.522322,0.589285
45.34557,0.522178,0.589038
45.35939,0.522023,0.588796
45.37334,0.521871,0.588577
45.38717,0.521709,0.588377
45.40106,0.521543,0.588194
45.415,0.521356,0.588001
45.42905,0.52116,0.587808
45.44296,0.520963,0.587615
45.45678,0.52078,0.587444
45.47069,0.520608,0.587286
45.48461,0.520459,0.587154
45.49857,0.520326,0.58704
45.51265,0.520213,0.586937
45.52639,0.520117,0.586846
45.54029,0.520022,0.586746
45.55418,0.519937,0.586647
45.56826,0.519854,0.58654
45.58208,0.519776,0.586428
45.59611,0.519698,0.586305
45.60994,0.519619,0.586173
45.62384,0.519541,0.586044
45.63781,0.519464,0.585913
45.65172,0.519391,0.585789
45.66586,0.519316,0.585674
45.67962,0.519243,0.585572
45.69355,0.519164,0.585472
45.70739,0.519079,0.585367
45.72133,0.518985,0.585245
45.7352,0.518884,0.585081
45.7491,0.518767,0.584888
45.76319,0.518642,0.584671
45.77696,0.518499,0.584463
45.79101,0.518337,0.584261
45.8049,0.518173,0.584077
45.81891,0.518,0.583901
45.83263,0.517822,0.583724
